,0,1,2
248,0.0005308872787281871,2008   ,高興昌       
249,0.0005308872787281871,2009   ,第一銅       
250,0.0005308872787281871,2010   ,春源         
251,0.0005308872787281871,2013   ,中鋼構       
252,0.0005308872787281871,2014   ,中鴻         
253,0.0005308872787281871,2017   ,官田鋼       
254,0.0005308872787281871,2020   ,美亞         
255,0.0005308872787281871,2022   ,聚亨         
256,0.0005308872787281871,2025   ,千興         
257,0.0005308872787281871,2027   ,大成鋼       
258,0.0005308872787281871,2028   ,威致         
259,0.0005308872787281871,2029   ,盛餘         
260,0.0005308872787281871,2030   ,彰源         
261,0.0005308872787281871,2031   ,新光鋼       
262,0.0005308872787281871,20315  ,新光鋼五     
263,0.0005308872787281871,2032   ,新鋼         
264,0.0005308872787281871,2033   ,佳大         
265,0.0005308872787281871,2034   ,允強         
266,0.0005308872787281871,2035   ,唐榮         
267,0.0005308872787281871,2038   ,海光         
268,0.0005308872787281871,2049   ,上銀         
269,0.0005308872787281871,2059   ,川湖         
270,0.0005308872787281871,2061   ,風青         
271,0.0005308872787281871,2062   ,橋椿         
272,0.0005308872787281871,2063   ,世鎧         
273,0.0005308872787281871,20631  ,世鎧一       
274,0.0005308872787281871,2064   ,晉椿         
275,0.0005308872787281871,20651  ,世豐一       
276,0.0005308872787281871,2066   ,世德         
277,0.0005308872787281871,2067   ,嘉鋼         
278,0.0005308872787281871,2069   ,運錩         
279,0.0005308872787281871,20693  ,運錩三       
280,0.0005308872787281871,2072   ,世紀風電     
281,0.0005308872787281871,2101   ,南港         
282,0.0005308872787281871,2103   ,台橡         
283,0.0005308872787281871,2104   ,國際中橡     
284,0.0005308872787281871,2105   ,正新         
285,0.0005308872787281871,2107   ,厚生         
286,0.0005308872787281871,2108   ,南帝         
287,0.0005308872787281871,2115   ,六暉-KY      
288,0.0005308872787281871,2201   ,裕隆         
289,0.0005308872787281871,2206   ,三陽工業     
290,0.0005308872787281871,2207   ,和泰車       
291,0.0005308872787281871,2208   ,台船         
292,0.0005308872787281871,22081  ,台船一       
293,0.0005308872787281871,2211   ,長榮鋼       
294,0.0005308872787281871,2221   ,大甲         
295,0.0005308872787281871,2227   ,裕日車       
296,0.0005308872787281871,2228   ,劍麟         
297,0.0005308872787281871,22282  ,劍麟二       
298,0.0005308872787281871,2230   ,泰茂         
299,0.0005308872787281871,22301  ,泰茂一       
300,0.0005308872787281871,22302  ,泰茂二       
301,0.0005308872787281871,22303  ,泰茂三       
302,0.0005308872787281871,2231   ,為升         
303,0.0005308872787281871,22312  ,為升二       
304,0.0005308872787281871,2233   ,宇隆         
305,0.0005308872787281871,2235   ,謚源         
